"event.id","visible","timestamp","location.long","location.lat","location.error.numerical","sensor.type","individual.taxon","tag.local.identifier","individual.local.identifier","study.name","utm.easting","utm.northing","utm.zone","NA","NA"
1006443645,TRUE,2009-12-04 15:30:00,-88.3432802646606,40.1544700145094,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385594.999999944,4445766.99999996,"16N","Central Standard Time",2009-12-04 09:30:00
1006443646,TRUE,2009-12-04 16:30:00,-88.3433255517851,40.1561722162212,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.999999943,4445955.99999996,"16N","Central Standard Time",2009-12-04 10:30:00
1006443647,TRUE,2009-12-04 17:29:00,-88.3431128109147,40.1566972144428,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.999999946,4446013.99999996,"16N","Central Standard Time",2009-12-04 11:29:00
1006443648,TRUE,2009-12-19 02:01:00,-88.343218886277,40.1549301927598,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385600.999999944,4445817.99999996,"16N","Central Standard Time",2009-12-18 20:01:00
1006443649,TRUE,2009-12-19 20:52:00,-88.3432117866542,40.1545699095549,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385600.999999945,4445777.99999995,"16N","Central Standard Time",2009-12-19 14:52:00
1006443650,TRUE,2009-12-26 15:07:00,-88.343174037924,40.1556334259033,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385605.999999944,4445895.99999996,"16N","Central Standard Time",2009-12-26 09:07:00
1006443651,TRUE,2009-12-28 21:06:00,-88.343174037924,40.1556334259033,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385605.999999944,4445895.99999996,"16N","Central Standard Time",2009-12-28 15:06:00
1006443652,TRUE,2010-01-03 18:43:00,-88.3433031624893,40.1556319277481,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385594.999999944,4445895.99999995,"16N","Central Standard Time",2010-01-03 12:43:00
1006443653,TRUE,2010-01-10 18:06:00,-88.343338246622,40.1544333051895,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385589.999999944,4445762.99999996,"16N","Central Standard Time",2010-01-10 12:06:00
1006443654,TRUE,2010-01-11 15:38:00,-88.3432775786559,40.154929511785,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385595.999999946,4445817.99999995,"16N","Central Standard Time",2010-01-11 09:38:00
1006443655,TRUE,2010-01-11 21:38:00,-88.3431128109147,40.1566972144428,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.999999946,4446013.99999996,"16N","Central Standard Time",2010-01-11 15:38:00
1006443656,TRUE,2010-01-19 15:19:00,-88.3433266857354,40.1544424484718,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385590.999999946,4445763.99999996,"16N","Central Standard Time",2010-01-19 09:19:00
1006443657,TRUE,2010-02-01 22:06:00,-88.3431846071373,40.153786429689,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385601.999999944,4445690.99999996,"16N","Central Standard Time",2010-02-01 16:06:00
1006443658,TRUE,2010-02-02 20:42:00,-88.3431741857937,40.1520658044523,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385599.999999945,4445499.99999996,"16N","Central Standard Time",2010-02-02 14:42:00
1006443659,TRUE,2010-04-01 16:16:00,-88.3434505383021,40.0868090251734,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385466.999999946,4438256.99999996,"16N","Central Daylight Time",2010-04-01 11:16:00
1006443660,TRUE,2010-04-06 15:19:00,-88.3434505383021,40.0868090251734,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385466.999999946,4438256.99999996,"16N","Central Daylight Time",2010-04-06 10:19:00
1006443661,TRUE,2010-04-13 20:28:00,-88.3290842799244,40.0851188703896,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",386688.999999949,4438050.99999996,"16N","Central Daylight Time",2010-04-13 15:28:00
1006443662,TRUE,2010-04-14 13:58:00,-88.3281249788559,40.085246994985,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",386770.999999948,4438063.99999996,"16N","Central Daylight Time",2010-04-14 08:58:00
1006443663,TRUE,2010-04-15 18:02:00,-88.3380519746664,40.0842588391703,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385922.999999944,4437966.99999996,"16N","Central Daylight Time",2010-04-15 13:02:00
